mean_x,mean_y,mean_z,var_x,var_y,var_z,max-min_x,max-min_y,max-min_z,%_peaks_x,%_peaks_y,%_peaks_z,%_positive_x,%_positive_y,%_positive_z,power_x,power_y,power_z,temporal_centroid_x,temporal_centroid_y,temporal_centroid_z,len,class
0.1973265254980539,0.984034153517964,0.20436585119760478,0.6359218036241604,1.0349539964082068,0.15712329200877556,0.2540791932842694,0.09710733042447828,0.2902714930824004,0.2619760479041916,0.3532934131736527,0.1407185628742515,0.7402694610778443,0.8967065868263473,0.8540419161676647,138.20776991545844,410.39168596903676,40.73602864688441,49.63728474411279,49.406691525699905,49.04241916471595,1336,1
0.2564937932497013,0.9719354114695341,0.040015849466789724,0.3582007413194758,0.9078883615421781,0.1494927828385876,0.2225966931146104,0.048544079810653784,0.23085579605321982,0.1971326164874552,0.2945041816009558,0.1003584229390681,0.8637992831541219,0.8817204301075269,0.5818399044205496,86.84058473138347,379.5146853018303,30.94405051659537,37.48759668207697,37.48246564425762,38.06958440767768,1674,1
0.2348741413768116,0.987340112516469,0.09950176580764164,0.39866103804517855,0.9520474534262552,0.12805782135716848,0.2467703400980099,0.1084887858996808,0.3559916576032265,0.2075098814229249,0.3142292490118577,0.09156785243741765,0.8583662714097496,0.8959156785243741,0.7542819499341239,92.95403991723408,394.77033380367135,28.25608585422734,38.24562457295047,37.869585239233864,38.91735482053928,1518,1
0.13525206837336992,0.9788893578586135,0.2052737928963624,0.5516398337185534,1.3627841821461284,0.19509496540817378,0.1690363833477022,0.07608298223931342,0.07268917588979207,0.26355525051475637,0.4124914207275223,0.1695264241592313,0.723404255319149,0.8798901853122855,0.8606726149622512,116.71458180691366,475.4355391668203,48.586829749259664,53.75670245796348,53.326640944095665,53.3094724077278,1457,1
0.05761464887595212,0.9686061002176278,0.29316421675734494,0.5249641675593333,1.2855005766721912,0.2681923807047681,0.35564179194625467,0.1082354634127114,0.536243308102712,0.22687704026115343,0.3215451577801959,0.2606093579978237,0.5729053318824809,0.8982589771490751,0.8612622415669206,108.18955638782028,455.5041331292143,72.53475892248255,60.54914975962293,59.57633792872029,58.96960694478327,1838,1
0.22948798762902048,0.9361218717105263,0.3319539632675438,0.04295624683733371,0.06899289007932756,0.019309115664875406,0.09562018273518902,0.06262906214513464,0.16513001589390797,0.07383040935672515,0.23428362573099415,0.09612573099415204,0.9327485380116959,0.9996345029239766,0.9963450292397661,19.587842898841657,193.6736897226289,26.5313513573506,24.423475093669815,24.38658527549309,24.04997924640399,2736,1
0.21819349139653416,0.9716805685524974,0.0914556709617737,0.05281070123697347,0.10732961722686675,0.016559367010224976,0.0536837894845803,0.02489770755732934,0.1315415608536341,0.09480122324159021,0.3766564729867482,0.021406727828746176,0.9113149847094801,0.9923547400611621,0.8287461773700305,20.571223531403348,215.44871385372318,5.105311843200733,18.87839950609494,19.005373390603854,19.24894801861293,1962,1
0.1775620846764398,0.9783502963350785,0.1356277987225131,0.06318699858651346,0.1047692806846738,0.01702678664804167,0.1031854010816744,0.008121224441936192,0.13194073477677648,0.0968586387434555,0.35706806282722514,0.02198952879581152,0.8083769633507853,1.0,0.9219895287958115,19.401675965950293,217.59445599124663,7.256559843683327,20.077536962889955,19.923870231099883,19.91980980564567,1910,1
0.16629295217752443,0.9713963941368079,0.21534997740228015,0.049412320576963244,0.09246512640149347,0.021923481641933657,0.14023461613442123,0.012318508229498093,0.1090884459845256,0.07654723127035831,0.3261400651465798,0.03908794788273615,0.8359120521172638,1.0,0.9719055374592834,15.784439827719684,212.25478725982654,13.990711744002205,34.03444519067423,33.93449313495415,34.08670094675171,2456,1
0.031567258105400696,0.9764779473867594,0.25833008850174216,0.043325228879113914,0.09609515698894515,0.024379967164520604,0.09731288502666757,0.024815702754693802,0.16922063145807442,0.03048780487804878,0.3863240418118467,0.05618466898954704,0.587979094076655,0.9982578397212544,0.9886759581881533,9.07722161469776,215.04510677742405,18.666275793530673,35.52417487834977,35.33942800084052,35.60683096580298,2296,1
0.19640293086956523,0.967858669347826,0.18335949817391306,0.13460101539398228,0.4932948466023429,0.04083729110589153,0.15398884937167168,0.06553522357717156,0.16473429882898927,0.13804347826086957,0.2184782608695652,0.04891304347826087,0.8891304347826087,0.9369565217391305,0.9456521739130435,35.4693661989511,293.03661665614044,15.254126482009001,67.58848732599715,67.62023944066843,67.35380220577339,920,1
0.26018595186423504,0.964779328976697,0.11777140247213778,0.07112408870003212,0.5614973740295184,0.038541962945366666,0.13416436780244112,0.03888356266543269,0.09007030143402517,0.09017223910840932,0.1540020263424519,0.0486322188449848,0.9361702127659575,0.9584599797365755,0.8966565349544073,28.447242110845906,305.84444857016234,10.73788270923608,53.02534120001387,52.89811409469422,52.88755923388638,987,1
0.21726044449732618,0.9690748240641713,0.14123980598930483,0.08258766162485816,0.4257966628880275,0.04957410314429188,0.19726206548511982,0.1259442331502214,0.4234974447172135,0.09893048128342247,0.3074866310160428,0.04634581105169341,0.9064171122994652,0.9456327985739751,0.8992869875222816,26.587783287414926,279.6848753229731,14.240955740180322,53.52397870855758,53.39802718026498,52.81076177170445,1122,1
0.20677145814479636,0.9652610938914027,0.17422652364253394,0.13179822689223886,0.5912933279322617,0.021183843617083732,0.032126030419021845,0.08474010974168777,0.09755932819098234,0.09728506787330317,0.19343891402714933,0.033936651583710405,0.8812217194570136,0.9377828054298643,0.9592760180995475,35.762643396981375,312.16896922674255,10.563453768439391,68.23700398699967,68.25996582771693,68.19763832163216,884,1
0.06826706451996105,0.965972170983447,0.27393741768354435,0.14453864700904076,0.5535281528294567,0.07601834336521862,0.07827602815814316,0.05069011216983199,0.22002699365839362,0.07010710808179163,0.2453748782862707,0.08081791626095423,0.7750730282375852,0.9269717624148004,0.9396299902629016,30.561564087861647,304.6947255471326,30.956808791702013,74.15421207698171,74.37391568975515,73.97756965098627,1027,1
0.15878973815622163,0.9745700698455951,0.18646646816530427,0.02862788943036288,0.2879519653162978,0.013547743287956179,0.11213766038417816,0.11955055757425725,0.14953430416062474,0.03905540417801998,0.22888283378746593,0.01907356948228883,0.924613987284287,0.9763851044504995,0.9627611262488647,11.031742988723982,253.67016418017133,9.90206767558156,59.553460308032165,59.29863651504893,59.207829954444115,1101,1
0.1842770147385103,0.9752800009508715,0.12315761263169572,0.01657613387401255,0.253162931858661,0.015023640702174391,0.18976577452849597,0.08472785793128423,0.11495098123850767,0.01901743264659271,0.2662440570522979,0.01347068145800317,0.9580031695721077,0.9754358161648178,0.9183835182250396,10.35529052042107,246.8111678342122,6.185897585261511,46.14477523781092,46.1311284138669,46.05416958701857,1262,1
0.2555708639493136,0.9619034074973601,0.13770982599894405,0.031758294946116705,0.348620381452058,0.017396643007958828,0.1248073314782232,0.10112134623341262,0.1838885135948658,0.0559662090813094,0.19746568109820486,0.024287222808870117,0.938753959873284,0.955649419218585,0.9208025343189018,19.895657240600922,261.0985848549172,7.450991267552618,46.42303963339909,46.327381344694786,46.27182987461791,947,1
0.18066975623052958,0.9693497504672897,0.16505209890965733,0.0512448577836801,0.5889605384464169,0.01530652703776045,0.1493167132139206,0.07879160903394222,0.14559005573391914,0.045171339563862926,0.19314641744548286,0.02336448598130841,0.9080996884735203,0.9190031152647975,0.9439252336448598,17.189723924430364,313.3456561691541,8.722355670537606,61.77134305802104,61.73187616162927,61.85879251004644,642,1
0.031115901849462366,0.9602238087096774,0.288948791827957,0.06769438507058967,0.37742819043220727,0.03233667650375668,0.27791901864111423,0.07568147662095726,0.13030319474637508,0.05268817204301075,0.2913978494623656,0.06559139784946237,0.6096774193548387,0.9516129032258065,0.956989247311828,14.062722470046246,266.34005033675817,23.74069190253691,68.66917702547798,67.9701223097595,67.89552365166898,930,1
-0.3727387314279767,0.628508,0.25893126228143215,0.2890962045807787,0.14876690768793666,0.012960702573091985,1.283673956990242,0.9607140645384789,0.13259409344755113,0.47626977518734387,0.11407160699417153,0.01498751040799334,0.43963363863447125,0.9733555370524563,1.0,87.6899426432303,111.44258044177991,16.397741387657298,96.64026805705284,93.67449833157868,94.71508474865328,1201,3
-0.2891646760103175,0.5580269325396824,0.34754480250555553,0.26938351099348706,0.26319242664993814,0.08130102174662583,1.184509463608265,1.118000827729702,0.5100565161556005,0.45396825396825397,0.1380952380952381,0.4031746031746032,0.5158730158730159,0.9246031746031746,0.9484126984126984,72.31336664299857,117.7347938061215,41.41045997434041,80.55713138794546,76.78195485165205,78.86590758389761,1260,3
-0.30395209163498105,0.5680284124841571,0.3053674423320659,0.31214273070748827,0.2271312607026836,0.030517526729540424,1.4129211362451315,1.093562763184309,0.3797924676910043,0.43979721166032953,0.07097591888466413,0.031051964512040557,0.5240811153358682,0.9378960709759189,1.0,82.85100292330257,112.62662041921875,25.35690109652878,83.02378129955343,78.19793461418253,80.16558620436875,1578,3
-0.2689838727891157,0.7442361893100098,0.1435782218950437,0.2774533146067294,0.10421521456897144,0.013779276425082185,1.527439534664154,0.8237179704010487,0.36045652627944946,0.35179786200194363,0.1282798833819242,0.001943634596695821,0.5597667638483965,0.9922254616132167,0.8969873663751214,71.64791805321666,134.87718799093022,7.04733634179296,91.03858322675976,88.1521494000222,88.07658607708288,1029,3
-0.5143636759839357,0.565923071566265,0.18651194730923695,0.2665569776321429,0.18217426742590068,0.006386822057823074,1.2277875691652298,1.0779394805431366,0.08312888070940971,0.5044176706827309,0.05060240963855422,0.013654618473895583,0.12208835341365462,0.957429718875502,0.9927710843373494,108.85812239511873,102.99071108809456,8.4411489161464,100.76019388759808,98.25773864579303,99.28975578865595,1245,3
-0.3454915950592058,0.6534890924187725,0.25792952851985557,0.28124430292574665,0.1191824302576822,0.005677792474714684,1.534944698214531,0.9182145819067955,0.1630157269537449,0.467870036101083,0.09241877256317689,0.0,0.41299638989169674,1.0,1.0,82.0236455812099,111.8784137024718,14.79054112043083,99.13110347962352,102.64225226312628,101.6592975901343,1385,3
-0.230836485007728,0.5665021176970634,0.3026038625803709,0.30047915867579655,0.16845891399354096,0.06280636504990535,1.415085330605507,1.0637485980987549,0.6515758447349072,0.5193199381761978,0.07882534775888717,0.4613601236476043,0.49227202472952086,0.9744976816074189,0.9204018547140649,72.46490843099643,100.28415524463034,31.632986277010012,81.37056539989514,86.1180250683662,83.74078468702494,1294,3
